source,target,type,BOCnt,CCCnt,tot_revenue,avg_revenue
Dougherty Group,Erin Harrison,Company Contacts,0,1,0,0
"Dougherty, Barber and Harris",Lisa Green,Company Contacts,0,1,0,0
"Dougherty, Boyd and Reed",Jordan Carson,Beneficial Owner,1,0,0,0
"Dougherty, Fleming and Terry",Sean Ross Jr.,Company Contacts,0,1,0,0
"Dougherty, Peters and Mcclure",Kristy Espinoza,Beneficial Owner,1,0,0,0
Douglas Inc,Cody Reynolds,Company Contacts,0,1,0,0
Douglas LLC,Chloe Wang,Beneficial Owner,1,0,0,0
"Douglas, Blair and Miller",Cynthia Hernandez,Beneficial Owner,1,0,0,0
"Douglas, Stokes and Howard",Kevin Myers,Company Contacts,0,1,0,0
Douglas-Burke,Robert Pacheco,Beneficial Owner,1,0,0,0
Douglas-Doyle,Brandon Stevenson,Beneficial Owner,1,0,0,0
Douglas-Estrada,Joseph Mckinney,Beneficial Owner,1,0,0,0
Douglas-Herring,Amber Burch,Company Contacts,0,1,0,0
Douglas-Maynard,Brandi Evans,Beneficial Owner,1,0,0,0
Douglas-Steele,Lisa Sanders,Company Contacts,0,1,0,0
Downs and Sons,Michael Foster,Beneficial Owner,1,0,0,0
Downs Group,Amanda Cooper,Beneficial Owner,1,0,0,0
Downs Inc,Thomas Navarro,Beneficial Owner,1,0,0,0
Downs Ltd,Savannah Moody,Beneficial Owner,1,0,0,0
"Downs, Baker and Villegas",Jennifer Burton,Beneficial Owner,1,0,0,0
Downs-Williamson,Sydney Curtis,Beneficial Owner,1,0,0,0
Doyle Inc,Eric English,Beneficial Owner,1,0,0,0
Doyle LLC,Raymond Ross,Company Contacts,0,1,0,0
"Doyle, Elliott and Fisher",Kenneth Russell,Company Contacts,0,1,0,0
"Doyle, Garcia and King",Stephanie Stewart,Beneficial Owner,1,0,0,0
Drake Group,Bobby Reyes Jr.,Company Contacts,0,1,0,0
Drake Inc,Laura Taylor,Beneficial Owner,1,0,0,0
Drake Ltd,Victoria Flowers,Beneficial Owner,1,1,0,0
Drake Ltd,Lauren Miller,Company Contacts,1,1,0,0
Drake PLC,Brenda Alvarez,Beneficial Owner,2,0,0,0
Drake PLC,Amanda Holland,Beneficial Owner,2,0,0,0
"Drake, Adams and Fisher",Brandi Padilla,Beneficial Owner,1,0,0,0
"Drake, Andrews and Henderson",Michelle Lamb,Beneficial Owner,1,0,0,0
"Drake, Martinez and Fox",Larry Griffith,Beneficial Owner,1,0,0,0
Drake-Nguyen,Joel Dunn,Beneficial Owner,1,0,0,0
Drakensberg  Limited Liability Company,Robert Cook,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Marvin Boyd,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Christopher Miller,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Melissa Thomas,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Donna Hernandez,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,David Nelson,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Justin Anderson,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Kara Gutierrez,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Patrick Bird,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,George Burke,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Susan Meadows,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Jeffery Jones,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Ashley Ross,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Colleen Vang,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Grant Henson,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Melanie Brown,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Justin Bright,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Alison Morales,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Vincent Singleton,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Steven Vasquez,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Larry Dougherty,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Jonathan Pittman,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Brett Anderson,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Mrs. Cynthia Avila,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Jermaine Mendez,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Rachel Reid,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Jeffrey Buchanan,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Michael Foley,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Rebecca Caldwell,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Jeremy Mathis,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Amy Payne,Company Contacts,33,2,151662.8313,0
Drakensberg  Limited Liability Company,Sierra Allen,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Mark Garcia,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Lauren Bishop,Beneficial Owner,33,2,151662.8313,4595.843373
Drakensberg  Limited Liability Company,Karen Davis,Company Contacts,33,2,151662.8313,0
Drake-Pittman,Keith Wilson,Beneficial Owner,1,0,0,0
Dry Creek A/S Marine ecology,Sandra Lowery,Beneficial Owner,3,1,8208.0747,2736.0249
Dry Creek A/S Marine ecology,Lisa Moore,Beneficial Owner,3,1,8208.0747,2736.0249
Dry Creek A/S Marine ecology,David Rivas,Beneficial Owner,3,1,8208.0747,2736.0249
Dry Creek A/S Marine ecology,Luis Douglas,Company Contacts,3,1,8208.0747,0
Dry Creek AG Worldwide,Levi Chandler,Company Contacts,0,1,20358.128,20358.128
Dry Creek BV Harbor,Joanne Miranda,Beneficial Owner,2,1,14054.8084,7027.4042
Dry Creek BV Harbor,Melissa Cline,Beneficial Owner,2,1,14054.8084,7027.4042
Dry Creek BV Harbor,Jessica Gonzalez,Company Contacts,2,1,14054.8084,0
Dry Creek CJSC Marine,Allen Wiggins,Company Contacts,0,1,30324.0168,30324.0168
Dry Creek GmbH & Co. KG Surf,Kelly Ewing,Beneficial Owner,7,1,231310.1855,33044.31221
Dry Creek GmbH & Co. KG Surf,Whitney Young,Beneficial Owner,7,1,231310.1855,33044.31221
Dry Creek GmbH & Co. KG Surf,David Acosta,Beneficial Owner,7,1,231310.1855,33044.31221
Dry Creek GmbH & Co. KG Surf,Vincent Washington,Beneficial Owner,7,1,231310.1855,33044.31221
Dry Creek GmbH & Co. KG Surf,Erin Carpenter,Beneficial Owner,7,1,231310.1855,33044.31221
Dry Creek GmbH & Co. KG Surf,Barry Shelton,Beneficial Owner,7,1,231310.1855,33044.31221
Dry Creek GmbH & Co. KG Surf,Rachel Martinez,Beneficial Owner,7,1,231310.1855,33044.31221
Dry Creek GmbH & Co. KG Surf,Justin Farmer,Company Contacts,7,1,231310.1855,0
Dry Creek LLC & Son's,Brandon Holland,Beneficial Owner,1,1,0,0
Dry Creek LLC & Son's,Tracie Herring,Company Contacts,1,1,0,0
Dry Creek Ltd. Corporation,Patricia Powell,Beneficial Owner,2,1,0,0
Dry Creek Ltd. Corporation,Jeffrey Green,Beneficial Owner,2,1,0,0
Dry Creek Ltd. Corporation,Nicole Williams,Company Contacts,2,1,0,0
Dry Creek River Sp Marine life,Tony Ramos,Beneficial Owner,1,1,5168.8373,5168.8373
Dry Creek River Sp Marine life,Robert Morgan,Company Contacts,1,1,5168.8373,0
Dry Creek SRL Investment,Mr. Edward Griffith,Beneficial Owner,1,1,4943.4033,4943.4033
Dry Creek SRL Investment,Tony Barnes,Company Contacts,1,1,4943.4033,0
Duarte LLC,Jennifer Wall,Beneficial Owner,1,0,0,0
Duarte Ltd,Aaron Pierce,Beneficial Owner,1,0,0,0
Duarte-Williams,Megan Salinas,Beneficial Owner,1,0,0,0
Dubingiai Chart BV Marine,Destiny Arnold,Company Contacts,0,1,37066.6728,37066.6728
Dubingiai GmbH & Co. KG,Ashley Mendez,Company Contacts,0,1,0,0
Dubingiai GmbH & Co. KG Brothers,Audrey Vaughn,Company Contacts,0,1,0,0
Dubingiai Limited Liability Company,Maria Ashley,Company Contacts,0,1,38695.294,38695.294
Dubingiai Ltd. Liability Co,Kyle Long,Beneficial Owner,3,1,13640.6412,4546.8804
Dubingiai Ltd. Liability Co,Gerald Glover,Beneficial Owner,3,1,13640.6412,4546.8804
Dubingiai Ltd. Liability Co,Teresa Gonzalez,Beneficial Owner,3,1,13640.6412,4546.8804
Dubingiai Ltd. Liability Co,Charles Herrera,Company Contacts,3,1,13640.6412,0
Dubingiai Marine sanctuary Surfboard,Madison Gillespie,Beneficial Owner,9,1,0,0
Dubingiai Marine sanctuary Surfboard,Calvin Sandoval,Beneficial Owner,9,1,0,0
Dubingiai Marine sanctuary Surfboard,Michelle Perkins,Beneficial Owner,9,1,0,0
Dubingiai Marine sanctuary Surfboard,Katherine Peterson,Beneficial Owner,9,1,0,0
Dubingiai Marine sanctuary Surfboard,Austin Serrano,Beneficial Owner,9,1,0,0
Dubingiai Marine sanctuary Surfboard,Thomas Greene,Beneficial Owner,9,1,0,0
Dubingiai Marine sanctuary Surfboard,Caroline Martin,Beneficial Owner,9,1,0,0
Dubingiai Marine sanctuary Surfboard,Zachary Hernandez,Beneficial Owner,9,1,0,0
Dubingiai Marine sanctuary Surfboard,Joe Burke,Beneficial Owner,9,1,0,0
Dubingiai Marine sanctuary Surfboard,Greg Sexton,Company Contacts,9,1,0,0
"Dudley, Zuniga and Ramos",Laura Calhoun,Company Contacts,0,1,0,0
Dudley-Johnson,Nathaniel Spencer,Company Contacts,0,1,0,0
"Duffy, Swanson and Ford",Eric Vaughn,Beneficial Owner,1,0,0,0
Duke LLC,Benjamin Lee,Beneficial Owner,1,0,0,0
Duke PLC,Johnny Tucker,Beneficial Owner,1,0,0,0
Duke-Rogers,Melissa Perez,Company Contacts,0,1,0,0
Duncan Group,Kevin Hall,Company Contacts,0,1,0,0
Duncan LLC,Brandon Turner,Beneficial Owner,1,0,0,0
Duncan PLC,Susan Gonzalez,Company Contacts,0,1,0,0
"Duncan, Foster and Graham",Alexa Johnson,Beneficial Owner,1,0,0,0
"Duncan, Perez and Coffey",Christopher Gaines,Beneficial Owner,1,0,0,0
"Duncan, Rogers and Murphy",Michaela Curry,Beneficial Owner,1,0,0,0
Duncan-Best,Katherine Stewart,Beneficial Owner,1,0,0,0
Duncan-Glass,Joshua Adams,Beneficial Owner,1,0,0,0
Duncan-Jones,Mr. Travis Wong,Beneficial Owner,1,0,0,0
Duncan-Powell,Brittney Parker,Beneficial Owner,1,0,0,0
Duncan-Snyder,Brandi Swanson,Beneficial Owner,1,0,0,0
"Dunlap, Jennings and Anthony",Debbie Marshall,Beneficial Owner,1,0,0,0
"Dunlap, Johnson and Anderson",Jennifer Gross,Beneficial Owner,1,0,0,0
Dunlap-Everett,Scott Williams,Beneficial Owner,1,0,0,0
Dunn Inc,Valerie Thompson,Beneficial Owner,1,0,0,0
Dunn LLC,Trevor Christensen,Beneficial Owner,1,0,0,0
Dunn Ltd,Kayla Graves,Beneficial Owner,1,0,0,0
"Dunn, Green and Williams",Sarah Cline,Beneficial Owner,1,0,0,0
"Dunn, Lee and Callahan",Emily Mcgee,Company Contacts,0,1,0,0
Dunn-Gallagher,Jennifer Campbell,Beneficial Owner,1,0,0,0
Dunn-Peterson,Richard Black,Beneficial Owner,1,0,0,0
Dunn-Richards,Alexandra Cole,Beneficial Owner,1,0,0,0
Dunn-Rivera,Devin Mendoza,Company Contacts,0,1,0,0
Dunn-York,Jesus Garcia,Beneficial Owner,1,0,0,0
"Duran, Torres and Cabrera",Michael Hernandez,Beneficial Owner,1,0,0,0
Duran-Clark,Rebecca Ramsey,Beneficial Owner,1,0,0,0
Duran-Gillespie,James Gardner,Beneficial Owner,1,0,0,0
Duran-Mcdaniel,Christopher Lamb,Beneficial Owner,1,0,0,0
Durham Inc,Rachel Pacheco,Beneficial Owner,1,0,0,0
Durham PLC,Brenda Beck,Company Contacts,0,1,0,0
"Durham, Jordan and Williams",Nicholas Buckley MD,Beneficial Owner,1,0,0,0
Dutch  Export Marine sanctuary,Benjamin Gonzalez,Company Contacts,0,1,0,0
Dutch  Limited Liability Company United,Jackson Sanchez,Company Contacts,0,1,0,0
Dutch Bill  A/S Distribution,Haley Phillips,Beneficial Owner,3,1,6831.1749,2277.0583
Dutch Bill  A/S Distribution,Phillip Garcia,Beneficial Owner,3,1,6831.1749,2277.0583
Dutch Bill  A/S Distribution,Mark Arellano,Beneficial Owner,3,1,6831.1749,2277.0583
Dutch Bill  A/S Distribution,Michele Robinson,Company Contacts,3,1,6831.1749,0
Dutch Bill  AG Industrial,Julian Mcclain,Beneficial Owner,4,1,0,0
Dutch Bill  AG Industrial,Jennifer Garrison,Beneficial Owner,4,1,0,0
Dutch Bill  AG Industrial,Adrian Blevins,Beneficial Owner,4,1,0,0
Dutch Bill  AG Industrial,Mr. Hunter Roy,Beneficial Owner,4,1,0,0
Dutch Bill  AG Industrial,Ashley Pitts,Company Contacts,4,1,0,0
Dutch Bill  AG Marine life,Candace Spencer,Beneficial Owner,8,1,26584.6728,3323.0841
Dutch Bill  AG Marine life,Kevin Johnson,Beneficial Owner,8,1,26584.6728,3323.0841
Dutch Bill  AG Marine life,Robert Hernandez,Beneficial Owner,8,1,26584.6728,3323.0841
Dutch Bill  AG Marine life,Lindsay Johnson,Beneficial Owner,8,1,26584.6728,3323.0841
Dutch Bill  AG Marine life,Mark Camacho,Beneficial Owner,8,1,26584.6728,3323.0841
Dutch Bill  AG Marine life,Diane Cobb,Beneficial Owner,8,1,26584.6728,3323.0841
Dutch Bill  AG Marine life,Jordan Trujillo,Beneficial Owner,8,1,26584.6728,3323.0841
Dutch Bill  AG Marine life,Jennifer Whitney,Beneficial Owner,8,1,26584.6728,3323.0841
Dutch Bill  AG Marine life,Kimberly Galvan DDS,Company Contacts,8,1,26584.6728,0
Dutch Bill  Ges.m.b.H. Freight,Victor Fritz,Beneficial Owner,4,1,0,0
Dutch Bill  Ges.m.b.H. Freight,Jeffrey Thompson,Beneficial Owner,4,1,0,0
Dutch Bill  Ges.m.b.H. Freight,Jordan Smith,Beneficial Owner,4,1,0,0
Dutch Bill  Ges.m.b.H. Freight,Jeffrey Singh,Beneficial Owner,4,1,0,0
Dutch Bill  Ges.m.b.H. Freight,Eric Davis,Company Contacts,4,1,0,0
Dutch Bill  LC Marine sanctuary,Matthew Turner,Company Contacts,0,1,27266.6728,27266.6728
Dutch Bill  Limited Liability Company Line,Michael Carpenter,Company Contacts,0,1,0,0
Dutch Bill  LLC Cargo,Daniel Myers,Company Contacts,0,1,6906.6728,6906.6728
Dutch Bill  Ltd. Corporation,Heidi Greene,Company Contacts,0,1,0,0
Dutch Bill  Ltd. Liability Co,Susan Ross,Beneficial Owner,2,1,72558.2138,36279.1069
Dutch Bill  Ltd. Liability Co,Scott Reese,Beneficial Owner,2,1,72558.2138,36279.1069
Dutch Bill  Ltd. Liability Co,Stacy Colon,Company Contacts,2,1,72558.2138,0
Dutch Bill  Salmon Co Holdings,John Lee,Company Contacts,0,1,36366.6728,36366.6728
Dutch Eel Corp Family,Shane Smith,Beneficial Owner,2,1,43816.9419,21908.47095
Dutch Eel Corp Family,Oscar Williams,Beneficial Owner,2,1,43816.9419,21908.47095
Dutch Eel Corp Family,Jessica Taylor,Company Contacts,2,1,43816.9419,0
Dutch Eel Corp Mudflat,Kristi Vargas,Beneficial Owner,3,1,0,0
Dutch Eel Corp Mudflat,Tammy Cohen,Beneficial Owner,3,1,0,0
Dutch Eel Corp Mudflat,Erik Lowery,Beneficial Owner,3,1,0,0
Dutch Eel Corp Mudflat,Courtney Smith,Company Contacts,3,1,0,0
Dutch Eel Inc Transportation,Jennifer Cohen,Beneficial Owner,1,1,7583.6795,7583.6795
Dutch Eel Inc Transportation,Daniel Salazar,Company Contacts,1,1,7583.6795,0
Dutch Eel Ltd. Corporation United,Laura Henry,Company Contacts,0,1,27166.6728,27166.6728
Dutch Eel S.p.A. Motorboat,Jeffrey Turner,Company Contacts,0,1,17066.6728,17066.6728
Dutch Eel Sea spray,Bianca Moore,Beneficial Owner,1,1,5988.9577,5988.9577
Dutch Eel Sea spray,Amy Carter,Company Contacts,1,1,5988.9577,0
Dutch Eel Seafaring OJSC Solutions,Ryan Silva,Company Contacts,0,1,7579.9942,7579.9942
Dutch Herring Company Transportation,Victoria Thomas,Beneficial Owner,1,0,27754.695,27754.695
Dutch Herring Marine mist,Ryan Jefferson,Company Contacts,0,1,53066.6728,53066.6728
Dutch Herring Sea Kga Logistics,Tara Bailey,Company Contacts,0,1,24966.6728,24966.6728
Dutch Mussels AS &,Mark Nicholson,Beneficial Owner,2,1,14290.2596,7145.1298
Dutch Mussels AS &,Troy Mendez,Beneficial Owner,2,1,14290.2596,7145.1298
Dutch Mussels AS &,Peter Howe,Company Contacts,2,1,14290.2596,0
Dutch Mussels Co Brothers,Peter Gonzales,Company Contacts,0,1,37366.6728,37366.6728
Dutch Mussels Distribution Pier,Ronald Villanueva,Beneficial Owner,7,1,178157.2553,25451.03647
Dutch Mussels Distribution Pier,Trevor Larsen,Beneficial Owner,7,1,178157.2553,25451.03647
Dutch Mussels Distribution Pier,Eric Wood,Beneficial Owner,7,1,178157.2553,25451.03647
Dutch Mussels Distribution Pier,Monique White,Beneficial Owner,7,1,178157.2553,25451.03647
Dutch Mussels Distribution Pier,Brian Miller,Beneficial Owner,7,1,178157.2553,25451.03647
Dutch Mussels Distribution Pier,Cameron Stewart,Beneficial Owner,7,1,178157.2553,25451.03647
Dutch Mussels Distribution Pier,Scott Smith,Beneficial Owner,7,1,178157.2553,25451.03647
Dutch Mussels Distribution Pier,Kristina Williams,Company Contacts,7,1,178157.2553,0
Dutch Mussels Ltd. Liability Co,Lisa Lawrence,Company Contacts,0,1,3819893.042,3819893.042
Dutch Mussels N.V. Transportation,Cody Miller,Beneficial Owner,2,1,24807.7607,12403.88035
Dutch Mussels N.V. Transportation,Richard Brooks,Beneficial Owner,2,1,24807.7607,12403.88035
Dutch Mussels N.V. Transportation,Christopher Hooper,Company Contacts,2,1,24807.7607,0
Dutch Mussels S.A. de C.V. Line,Colton Myers,Beneficial Owner,1,1,157800.9107,157800.9107
Dutch Mussels S.A. de C.V. Line,Derek Jones,Company Contacts,1,1,157800.9107,0
Dutch Mussels S.p.A. Sea spray,Noah Holmes,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Crystal Jones,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Connie Chavez,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Michael Garcia,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Darryl Anderson,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Julie Santos,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Christopher Morris,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,James Levine,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Amanda Carter,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Courtney Lucas,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Julie Morse,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Danny Sullivan,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Douglas Martin,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Chad Hall,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Jennifer Smith,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,David Reed,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Todd Logan,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Billy Lamb,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Victoria Murphy,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Kyle Johnston,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Nicholas Ellis,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Michele Baker,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Gabriel Acosta,Company Contacts,44,2,107666.6728,0
Dutch Mussels S.p.A. Sea spray,Derrick Harris,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Kyle Gillespie,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Patrick Martinez,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Tanner Fox,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Kristen Walker,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,John Jordan PhD,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Sally Carter,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Nicholas Elliott,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Sarah Strickland,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Deborah Cooper,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Kimberly Galvan,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Steven Preston,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Jennifer Herrera,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Johnathan Hamilton,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Angela Gomez,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Shari Smith,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Kimberly Jacobs,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,William Hale,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Jonathan Sandoval,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Judith Rodriguez,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Samuel Jones,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,John Espinoza,Beneficial Owner,44,2,107666.6728,2446.969836
Dutch Mussels S.p.A. Sea spray,Linda Simon,Company Contacts,44,2,107666.6728,0
Dutch Oyster AS Marine,Angelica Pace,Company Contacts,0,1,360532.0517,360532.0517
Dutch Oyster Company Express,Anna Sullivan,Beneficial Owner,21,1,98530.4114,4691.924352
Dutch Oyster Company Express,Jennifer Hughes,Beneficial Owner,21,1,98530.4114,4691.924352
Dutch Oyster Company Express,Patricia Barrera,Beneficial Owner,21,1,98530.4114,4691.924352
Dutch Oyster Company Express,Ronald Smith,Beneficial Owner,21,1,98530.4114,4691.924352
Dutch Oyster Company Express,Dakota Scott,Beneficial Owner,21,1,98530.4114,4691.924352
